,name,author,number of ratings,url,avg_ratings
923,"  Requiem for the Sun (Symphony of Ages, #4)",Elizabeth Haydon,avg,https://www.goodreads.com//book/show/780866.Requiem_for_the_Sun,really
924,"  Dark Haven (Chronicles of the Necromancer, #3)",Gail Z. Martin (Goodreads Author),"4,756",https://www.goodreads.com//book/show/3840040-dark-haven,4.02
925,"  Stormdancer (The Lotus Wars, #1)",Jay Kristoff (Goodreads Author),"13,808",https://www.goodreads.com//book/show/10852343-stormdancer,3.80
926,"  Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo (Goodreads Author),"205,777",https://www.goodreads.com//book/show/14061955-siege-and-storm,3.97
927,"  Everlost (Skinjacker, #1)",Neal Shusterman (Goodreads Author),"30,342",https://www.goodreads.com//book/show/688191.Everlost,3.96
928,"  Academ's Fury (Codex Alera, #2)",Jim Butcher (Goodreads Author),"65,392",https://www.goodreads.com//book/show/133664.Academ_s_Fury,4.23
929,"  A Wind in the Door (Time Quintet, #2)",Madeleine L'Engle,"124,725",https://www.goodreads.com//book/show/18130.A_Wind_in_the_Door,3.99
930,"  The Invisible Ring (The Black Jewels, #4)",Anne Bishop,"13,478",https://www.goodreads.com//book/show/47954.The_Invisible_Ring,4.08
931,"  Moon Called (Mercy Thompson, #1)",Patricia Briggs,"181,939",https://www.goodreads.com//book/show/71811.Moon_Called,4.14
932,"  Elvenborn (Halfblood Chronicles, #3)",Andre Norton,"8,141",https://www.goodreads.com//book/show/176867.Elvenborn,3.99
933,"  The Druid of Shannara (Heritage of Shannara, #2)",Terry Brooks (Goodreads Author),"30,641",https://www.goodreads.com//book/show/15568.The_Druid_of_Shannara,4.03
934,"  Taliesin / Merlin / Arthur (The Pendragon Cycle, #1-3)",Stephen R. Lawhead,490,https://www.goodreads.com//book/show/185448.Taliesin_Merlin_Arthur,4.37
935,"  The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan (Goodreads Author),"2,060,345",https://www.goodreads.com//book/show/28187.The_Lightning_Thief,4.26
936,"  Jingo (Discworld, #21; City Watch, #4)",Terry Pratchett,"55,050",https://www.goodreads.com//book/show/47990.Jingo,4.16
937,  1984,George Orwell,"3,254,467",https://www.goodreads.com//book/show/40961427-1984,4.19
938,"  The Sword of Angels (The Bronze Knight, #3)",John Marco (Goodreads Author),913,https://www.goodreads.com//book/show/14812.The_Sword_of_Angels,3.90
939,"  Pilgrim (Wayfarer Redemption, #5)",Sara Douglass,"5,190",https://www.goodreads.com//book/show/142885.Pilgrim,3.90
940,"  The Devil's Armor (The Bronze Knight, #2)",John Marco (Goodreads Author),"1,011",https://www.goodreads.com//book/show/317613.The_Devil_s_Armor,3.86
941,  Foundryside (The Founders Trilogy #1),Robert Jackson Bennett (Goodreads Author),"20,173",https://www.goodreads.com//book/show/37173847-foundryside,4.23
942,"  The Emerald Storm  (The Riyria Revelations, #4)",Michael J. Sullivan (Goodreads Author),"7,651",https://www.goodreads.com//book/show/7815817-the-emerald-storm,4.32
943,"  A Princess of Landover (Magic Kingdom of Landover, #6)",Terry Brooks (Goodreads Author),"6,033",https://www.goodreads.com//book/show/6202861-a-princess-of-landover,3.86
944,"  The Death of Dulgath (The Riyria Chronicles, #3)",Michael J. Sullivan (Goodreads Author),"13,289",https://www.goodreads.com//book/show/24683898-the-death-of-dulgath,4.38
945,"  The Queen of Attolia (The Queen's Thief, #2)",Megan Whalen Turner (Goodreads Author),"41,069",https://www.goodreads.com//book/show/40158.The_Queen_of_Attolia,4.14
946,"  Thinblade (Sovereign of the Seven Isles, #1)",David A. Wells,"5,943",https://www.goodreads.com//book/show/11698192-thinblade,3.92
947,"  Daughter of Ancients (The Bridge of D'Arnath, #4)",Carol Berg (Goodreads Author),"1,423",https://www.goodreads.com//book/show/437785.Daughter_of_Ancients,3.90
948,"  Return of the Crimson Guard (Novels of the Malazan Empire, #2)",Ian C. Esslemont,"10,056",https://www.goodreads.com//book/show/2485836.Return_of_the_Crimson_Guard,4.05
949,"  Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Margaret Weis (Goodreads Author),"55,573",https://www.goodreads.com//book/show/68378.Dragons_of_Spring_Dawning,4.09
950,  Scriber,Ben S. Dobson (Goodreads Author),"1,068",https://www.goodreads.com//book/show/12771387-scriber,4.09
951,"  Hawkwood's Voyage (The Monarchies of God, #1)",Paul Kearney (Goodreads Author),"1,748",https://www.goodreads.com//book/show/1251979.Hawkwood_s_Voyage,3.75
952,  Night's Master  (Tales from the Flat Earth #1),Tanith Lee,"2,252",https://www.goodreads.com//book/show/882258.Night_s_Master,4.04
953,"  First Lord's Fury (Codex Alera, #6)",Jim Butcher (Goodreads Author),"56,478",https://www.goodreads.com//book/show/6316821-first-lord-s-fury,4.38
954,  Illusions: The Adventures of a Reluctant Messiah,Richard Bach (Goodreads Author),"57,782",https://www.goodreads.com//book/show/29946.Illusions,4.14
955,"  The Hidden City (The Tamuli, #3)",David Eddings,avg,https://www.goodreads.com//book/show/429883.The_Hidden_City,really
956,"  Guardians of the West (The Malloreon, #1)",David Eddings,"52,459",https://www.goodreads.com//book/show/673657.Guardians_of_the_West,4.07
957,"  Beyond Ragnarok (Renshai Chronicles, #1)",Mickey Zucker Reichert,"1,085",https://www.goodreads.com//book/show/632622.Beyond_Ragnarok,3.89
958,"  Knights of Dark Renown (Drenai Saga, #1)",David Gemmell,"4,188",https://www.goodreads.com//book/show/258340.Knights_of_Dark_Renown,4.09
959,"  Deryni Checkmate (The Chronicles of the Deryni, #2)",Katherine Kurtz,"4,260",https://www.goodreads.com//book/show/784086.Deryni_Checkmate,4.02
960,  Practical Magic (Practical Magic #1),Alice Hoffman (Goodreads Author),"81,023",https://www.goodreads.com//book/show/22896.Practical_Magic,3.76
961,"  Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,"683,868",https://www.goodreads.com//book/show/6310.Charlie_and_the_Chocolate_Factory,4.14
962,"  The High King's Tomb (Green Rider, #3)",Kristen Britain,"15,329",https://www.goodreads.com//book/show/147842.The_High_King_s_Tomb,4.23
963,"  The Heresy Within (The Ties That Bind, #1)",Rob J. Hayes (Goodreads Author),"2,386",https://www.goodreads.com//book/show/17879131-the-heresy-within,3.89
964,"  The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Terry Pratchett,"23,750",https://www.goodreads.com//book/show/22886868-the-shepherd-s-crown,4.36
965,"  Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis (Goodreads Author),"48,136",https://www.goodreads.com//book/show/23454.Dragons_of_Winter_Night,4.09
966,"  Crusader (Wayfarer Redemption, #6)",Sara Douglass,"4,974",https://www.goodreads.com//book/show/142884.Crusader,3.88
967,"  A Time of Exile (The Westlands, #1)",Katharine Kerr (Goodreads Author),"6,749",https://www.goodreads.com//book/show/177434.A_Time_of_Exile,4.01
968,"  The Skull Throne (Demon Cycle, #4)",Peter V. Brett (Goodreads Author),"32,867",https://www.goodreads.com//book/show/13630171-the-skull-throne,4.13
969,  The Magic Goes Away,Larry Niven,"1,644",https://www.goodreads.com//book/show/1002736.The_Magic_Goes_Away,3.68
970,  The Gandalara Cycle I,Randall Garrett,381,https://www.goodreads.com//book/show/973578.The_Gandalara_Cycle_I,4.34
971,  The Wheel of time series by Robert Jordan (1-11),Robert Jordan,"6,201",https://www.goodreads.com//book/show/7932486-the-wheel-of-time-series-by-robert-jordan,4.59
972,  Everville (Book of the Art #2),Clive Barker (Goodreads Author),"10,141",https://www.goodreads.com//book/show/32627.Everville,4.03
973,"  The Ruby Knight (The Elenium, #2)",David Eddings,"30,101",https://www.goodreads.com//book/show/291354.The_Ruby_Knight,3.99
974,"  Kushiel's Avatar (Phèdre's Trilogy, #3)",Jacqueline Carey (Goodreads Author),"33,545",https://www.goodreads.com//book/show/40223.Kushiel_s_Avatar,4.36
975,"  Lord of the Silver Bow (Troy, #1)",David Gemmell,"12,738",https://www.goodreads.com//book/show/257149.Lord_of_the_Silver_Bow,4.33
976,  Magic Thief,Sarah Prineas (Goodreads Author),"17,391",https://www.goodreads.com//book/show/7440010-magic-thief,3.96
977,"  Septimus Heap Box Set: Magyk and Flyte (Septimus Heap, #1-2)",Angie Sage,"2,444",https://www.goodreads.com//book/show/355919.Septimus_Heap_Box_Set,4.26
978,"  The Charnel Prince (Kingdoms of Thorn and Bone, #2)",Greg Keyes,"6,505",https://www.goodreads.com//book/show/91965.The_Charnel_Prince,3.82
979,"  The Warrior Prophet (The Prince of Nothing, #2)",R. Scott Bakker,"12,495",https://www.goodreads.com//book/show/18877.The_Warrior_Prophet,3.96
980,"  Sinner (Wayfarer Redemption, #4)",Sara Douglass,"5,756",https://www.goodreads.com//book/show/232035.Sinner,3.91
981,  Ascend (Trylle #3),Amanda Hocking (Goodreads Author),"59,936",https://www.goodreads.com//book/show/10203031-ascend,4.08
982,  Crewel Lye: A Caustic Yarn (Xanth #8),Piers Anthony,"12,644",https://www.goodreads.com//book/show/817216.Crewel_Lye,3.72
983,"  Anackire (Novels of Vis, #2)",Tanith Lee,272,https://www.goodreads.com//book/show/1539021.Anackire,3.54
984,"  Competitions (The Blending, #2)",Sharon Green,891,https://www.goodreads.com//book/show/517104.Competitions,3.69
985,"  Magic Kingdom for Sale/Sold (Magic Kingdom of Landover, #1)",Terry Brooks (Goodreads Author),"34,586",https://www.goodreads.com//book/show/15547.Magic_Kingdom_for_Sale_Sold,3.89
986,"  Winter Warriors (The Drenai Saga, #8)",David Gemmell,"6,453",https://www.goodreads.com//book/show/568102.Winter_Warriors,4.17
987,"  Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"2,819,938",https://www.goodreads.com//book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,4.43
988,"  Kushiel's Justice (Imriel's Trilogy, #2)",Jacqueline Carey (Goodreads Author),"17,850",https://www.goodreads.com//book/show/40217.Kushiel_s_Justice,4.26
989,"  Age of the Five Trilogy (Age of the Five, #1-3)",Trudi Canavan,"1,027",https://www.goodreads.com//book/show/12223482-age-of-the-five-trilogy,4.37
990,"  Shield of Thunder (Troy, #2)",David Gemmell,"9,108",https://www.goodreads.com//book/show/44011.Shield_of_Thunder,4.36
991,"  Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas (Goodreads Author),"148,650",https://www.goodreads.com//book/show/39340341-kingdom-of-ash,4.56
992,"  Fablehaven (Fablehaven, #1)",Brandon Mull (Goodreads Author),"138,935",https://www.goodreads.com//book/show/44652.Fablehaven,4.09
993,"  Challenges (The Blending, #3)",Sharon Green,854,https://www.goodreads.com//book/show/517106.Challenges,3.67
994,"  Last of the Wilds (Age of the Five, #2)",Trudi Canavan,"12,715",https://www.goodreads.com//book/show/28246.Last_of_the_Wilds,4.03
995,"  Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett,"97,339",https://www.goodreads.com//book/show/34504.Wyrd_Sisters,4.12
996,"  Fall of Kings (Troy, #3)",David Gemmell,"8,728",https://www.goodreads.com//book/show/870807.Fall_of_Kings,4.39
997,"  Betrayals (The Blending, #4)",Sharon Green,805,https://www.goodreads.com//book/show/711854.Betrayals,3.67
998,"  Salamandastron (Redwall, #5)",Brian Jacques,"28,046",https://www.goodreads.com//book/show/7983.Salamandastron,4.08
999,"  The Cursed Towers (The Witches of Eileanan, #3)",Kate Forsyth (Goodreads Author),"3,567",https://www.goodreads.com//book/show/264067.The_Cursed_Towers,4.16
1000,"  Kushiel's Mercy (Imriel's Trilogy, #3)",Jacqueline Carey (Goodreads Author),"16,445",https://www.goodreads.com//book/show/7294820-kushiel-s-mercy,4.32
1001,"  Foxmask (Saga of the Light Isles, #2)",Juliet Marillier (Goodreads Author),"4,873",https://www.goodreads.com//book/show/13931.Foxmask,4.11
1002,"  The Lair of Bones (Runelords, #4)",David Farland (Goodreads Author),"5,596",https://www.goodreads.com//book/show/144110.The_Lair_of_Bones,3.87
1003,  Dragon Rider,Cornelia Funke (Goodreads Author),"78,366",https://www.goodreads.com//book/show/9540084-dragon-rider,3.96
1004,"  Prophecy (The Blending, #5)",Sharon Green,781,https://www.goodreads.com//book/show/711853.Prophecy,3.68
1005,"  Books of Blood: Volumes One to Three (Books of Blood, #1-3)",Clive Barker (Goodreads Author),"24,727",https://www.goodreads.com//book/show/32626.Books_of_Blood,4.18
1006,"  Trickster's Queen (Daughter of the Lioness, #2)",Tamora Pierce (Goodreads Author),"59,025",https://www.goodreads.com//book/show/153780.Trickster_s_Queen,4.24
1007,"  The Darkest Road (The Fionavar Tapestry, #3)",Guy Gavriel Kay (Goodreads Author),"15,833",https://www.goodreads.com//book/show/290628.The_Darkest_Road,4.20
1008,"  Madouc (Lyonesse, #3)",Jack Vance,"2,300",https://www.goodreads.com//book/show/40893.Madouc,4.16
1009,  A Quest for Simbilis (The Dying Earth #2.5),Michael,,https://www.goodreads.com//book/show/102805.A_Quest_for_Simbilis,Shea
1010,  Bitter Greens,Kate Forsyth (Goodreads Author),"6,632",https://www.goodreads.com//book/show/13101761-bitter-greens,3.98
1011,"  Curse the Dawn (Cassandra Palmer, #4)",Karen Chance (Goodreads Author),"20,751",https://www.goodreads.com//book/show/3556419-curse-the-dawn,4.15
1012,"  Bewitched & Betrayed (Raine Benares, #4)",Lisa Shearin (Goodreads Author),"3,396",https://www.goodreads.com//book/show/7150766-bewitched-betrayed,4.07
1013,"  City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare (Goodreads Author),"496,910",https://www.goodreads.com//book/show/6752378-city-of-fallen-angels,4.12
1014,  The Wind on Fire Trilogy: The Wind Singer/Slaves of the Mastery/Firesong,William Nicholson,"1,411",https://www.goodreads.com//book/show/295184.The_Wind_on_Fire_Trilogy,4.36
1015,  The Ladies of Grace Adieu and Other Stories,Susanna Clarke,"17,128",https://www.goodreads.com//book/show/15161.The_Ladies_of_Grace_Adieu_and_Other_Stories,3.87
1016,"  The Shadowed Sun (Dreamblood, #2)",N.K. Jemisin (Goodreads Author),"7,192",https://www.goodreads.com//book/show/11774295-the-shadowed-sun,4.25
1017,"  The Seeress of Kell (The Malloreon, #5)",David Eddings,"45,715",https://www.goodreads.com//book/show/110694.The_Seeress_of_Kell,4.09
1018,  The Knights of the Dawn King,Scott E. Stabler (Goodreads Author),20,https://www.goodreads.com//book/show/10806602-the-knights-of-the-dawn-king,4.30
1019,"  Paths of Intimate Contention (The Sixth World of Men, #2)",Walter E. Mark (Goodreads Author),29,https://www.goodreads.com//book/show/9517560-paths-of-intimate-contention,4.38
1020,"  Fairy Circle (Fairy Circle, #1)",Johanna Frappier (Goodreads Author),111,https://www.goodreads.com//book/show/11421250-fairy-circle,3.74
1021,"  In Shades of Grey (The Elder Blood Chronicles, #1)",Melissa Myers (Goodreads Author),142,https://www.goodreads.com//book/show/11752641-in-shades-of-grey,4.10
1022,"  Wander Dust (The Seraphina Parrish Trilogy, #1)",Michelle Warren (Goodreads Author),"2,577",https://www.goodreads.com//book/show/11250674-wander-dust,3.75
1023,  Shadows (Eligia Shala #1),Gaynor Deal (Goodreads Author),8,https://www.goodreads.com//book/show/11411118-shadows,4.62
1024,  The Constant Travellers,Gordon Basichis,7,https://www.goodreads.com//book/show/6760596-the-constant-travellers,4.86
1025,"  The Coming Storm (The Coming Storm, #1)",Valerie Douglas (Goodreads Author),107,https://www.goodreads.com//book/show/11179831-the-coming-storm,3.95
1026,"  The Immortal: A Novel of The Somadàrsath (The Seven Wars, #1)",E.H. Kindred (Goodreads Author),30,https://www.goodreads.com//book/show/14742890-the-immortal,4.30
1027,"  The Heart of Arcrea (The Arcrean Conquest, #1)",Nicole Sager (Goodreads Author),130,https://www.goodreads.com//book/show/16041031-the-heart-of-arcrea,4.21
1028,"  The Goddess's Choice (Kronicles of Korthlundia, #1)",Jamie Marchant (Goodreads Author),127,https://www.goodreads.com//book/show/13643416-the-goddess-s-choice,4.32
1029,  EPIC: Legacy,Justin Osborne (Goodreads Author),33,https://www.goodreads.com//book/show/15732760-epic,4.03
1030,  Tuatha and the Seven Sisters Moon,D. VonThaer (Goodreads Author),15,https://www.goodreads.com//book/show/7056921-tuatha-and-the-seven-sisters-moon,3.80
1031,  Bloodstone,Jeffrey Aaron Miller (Goodreads Author),6,https://www.goodreads.com//book/show/17697966-bloodstone,4.17
1032,  The Screaming Codpiece,R.L. McSterlingthong (Goodreads Author),30,https://www.goodreads.com//book/show/17561160-the-screaming-codpiece,3.83
1033,  The Hidden Icon,Jillian Kuhlmann (Goodreads Author),140,https://www.goodreads.com//book/show/18582230-the-hidden-icon,3.84
1034,  The Hundred: Fall of the Wents,Jennifer Prescott (Goodreads Author),44,https://www.goodreads.com//book/show/18692094-the-hundred,3.75
1035,  Danyrogof Deep,Ross Dinwiddy (Goodreads Author),10,https://www.goodreads.com//book/show/18491274-danyrogof-deep,4.40
1036,  Wrath of the Creator (Reign of Oblivion #1),Furman Lee (Goodreads Author),9,https://www.goodreads.com//book/show/19105858-wrath-of-the-creator,4.22
1037,  War of Wings,Tanner McElroy,142,https://www.goodreads.com//book/show/18714830-war-of-wings,3.99
1038,"  The Chosen One (Sword of the Gods Saga, #1)",Anna Erishkigal (Goodreads Author),400,https://www.goodreads.com//book/show/13616087-the-chosen-one,3.86
1039,"  Lady Knight (Protector of the Small, #4)",Tamora Pierce (Goodreads Author),"51,836",https://www.goodreads.com//book/show/153800.Lady_Knight,4.27
1040,"  Eon: Dragoneye Reborn (Eon, #1)",Alison Goodman (Goodreads Author),"61,084",https://www.goodreads.com//book/show/2986865-eon,3.93
1041,  Blades of the Old Empire (Majat Code #1),Anna Kashina (Goodreads Author),591,https://www.goodreads.com//book/show/18248512-blades-of-the-old-empire,3.47
1042,"  Protector (Anniversary of the Veil, Book 1)",Vanna Smythe (Goodreads Author),185,https://www.goodreads.com//book/show/13530224-protector,3.63
1043,  Angelwood. Kings & Queens,Hendrik Birke (Goodreads Author),17,https://www.goodreads.com//book/show/22616552-angelwood-kings-queens,4.29
1044,"  The Fifth Vertex (The Sigilord Chronicles, #1)",Kevin Hoffman (Goodreads Author),313,https://www.goodreads.com//book/show/22863272-the-fifth-vertex,3.75
1045,  Adversaries Together,Daniel Casey (Goodreads Author),22,https://www.goodreads.com//book/show/23589357-adversaries-together,3.91
1046,  The Guardian's Grimoire (The Guardian #1),Rain Oxford (Goodreads Author),485,https://www.goodreads.com//book/show/24300246-the-guardian-s-grimoire,3.76
1047,  Shahnameh: The Persian Book of Kings,Abolqasem Ferdowsi,"4,207",https://www.goodreads.com//book/show/157985.Shahnameh,4.52
1048,  Merlinsky: The Sorcerer's Apprentice,Alan C. Baird (Goodreads Author),4,https://www.goodreads.com//book/show/28185621-merlinsky,4.50
1049,  Dragons Return (Malevir #1),Susan Bass Marcus (Goodreads Author),11,https://www.goodreads.com//book/show/27983350-dragons-return,3.45
1050,  The Paladins of Naretia,T.P. Keane (Goodreads Author),25,https://www.goodreads.com//book/show/28788699-the-paladins-of-naretia,4.72
1051,  The Tales of Iryvalya: Bloodlines,LeAnn Kelley (Goodreads Author),26,https://www.goodreads.com//book/show/30230705-the-tales-of-iryvalya,4.31
1052,"  The Weaver of Odds (Vivian Amberville, #1)",Louise Blackwick (Goodreads Author),55,https://www.goodreads.com//book/show/34209372-the-weaver-of-odds,4.29
1053,"  Odinsbarn (Ravneringene, #1)",Siri Pettersen (Goodreads Author),"6,049",https://www.goodreads.com//book/show/18137087-odinsbarn,4.17
1054,  The Last Grand Master (Champion of the Gods #1),Andrew Q. Gordon (Goodreads Author),373,https://www.goodreads.com//book/show/25251157-the-last-grand-master,3.83
1055,  Half-Breed: The Last Dhampyr,James Wraieth (Goodreads Author),29,https://www.goodreads.com//book/show/40376341-half-breed,3.93
1056,  Black Creek,Dan,,https://www.goodreads.com//book/show/40172073-black-creek,Kemp
1057,  Matthias and the Shadow,Michael Blythe,avg,https://www.goodreads.com//book/show/43212281-matthias-and-the-shadow,it
1058,  Elementals: Mystic Warriors,Katherine  L. Moore (Goodreads Author),48,https://www.goodreads.com//book/show/43634959-elementals,4.19
1059,"  The Voyages of Trueblood Cay (Venery, #2.75)",Suanne Laqueur (Goodreads Author),97,https://www.goodreads.com//book/show/43594543-the-voyages-of-trueblood-cay,4.62
1060,"  Dorothy in the Land of Monsters (Oz ReVamped, #1)",Garten Gevedon (Goodreads Author),127,https://www.goodreads.com//book/show/45435054-dorothy-in-the-land-of-monsters,3.44
1061,  Behind the Dragon's Veil,Christina Jolly (Goodreads Author),34,https://www.goodreads.com//book/show/49933253-behind-the-dragon-s-veil,3.97
1062,"  Upon the Flight of the Queen (The Ring-Sworn Trilogy, #2)",Howard Andrew Jones (Goodreads Author),122,https://www.goodreads.com//book/show/43263411-upon-the-flight-of-the-queen,4.35
1063,"  The School for Humans: (The Book of Lost Caleans, part 1)",Vanessa Kittle (Goodreads Author),32,https://www.goodreads.com//book/show/50860975-the-school-for-humans,4.25
1064,"  Shattered Kingdom (Shattered Kingdom, #1)",Angelina J. Steffort (Goodreads Author),83,https://www.goodreads.com//book/show/53575613-shattered-kingdom,4.43
1065,"  A Dance for The Gods (The Last Warrior King Series, #2)",E.O. Odiase (Goodreads Author),24,https://www.goodreads.com//book/show/55160645-a-dance-for-the-gods,3.92
1066,"  Worldbinder (Runelords, #6)",David Farland (Goodreads Author),"2,939",https://www.goodreads.com//book/show/144116.Worldbinder,3.76
1067,  Oliver Caine's in Trouble Again,William Kondylis (Goodreads Author),21,https://www.goodreads.com//book/show/10851970-oliver-caine-s-in-trouble-again,4.38
1068,"  Awaken Me (Connected, #1)",E.M. Sky (Goodreads Author),426,https://www.goodreads.com//book/show/10834397-awaken-me,3.83
1069,"  The Keeper of the Stones (Jake West, #1)",M.J. Webb (Goodreads Author),110,https://www.goodreads.com//book/show/12985739-the-keeper-of-the-stones,3.75
1070,"  Dragon (Histories of Purga, #1)",Rustin Petrae (Goodreads Author),37,https://www.goodreads.com//book/show/16126383-dragon,4.19
1071,"  Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch (Goodreads Author),"64,805",https://www.goodreads.com//book/show/17399160-snow-like-ashes,3.89
1072,"  The Pale Hand of God (The Paruus Histories, #1)",S.M. White (Goodreads Author),41,https://www.goodreads.com//book/show/16100410-the-pale-hand-of-god,3.22
1073,"  Broken Aro (The Broken Ones, #1)",Jen Wylie (Goodreads Author),"1,311",https://www.goodreads.com//book/show/17800679-broken-aro,4.05
1074,"  Wiedźmin (Saga o Wiedźminie, #1-7)",Andrzej Sapkowski,"3,740",https://www.goodreads.com//book/show/13588846-wied-min,4.66
1075,"  Attrition: the First Act of Penance (Three Acts of Penance, #1)",S.G. Night (Goodreads Author),752,https://www.goodreads.com//book/show/18400770-attrition,4.12
1076,  Elaenorh,Vanessa Kittle (Goodreads Author),9,https://www.goodreads.com//book/show/22310463-elaenorh,4.22
1077,  The Soul Throne Chronicles,Chris Martineau,3,https://www.goodreads.com//book/show/23812775-the-soul-throne-chronicles,2.67
1078,"  Sands (Sharani series, #1)",Kevin L. Nielsen (Goodreads Author),608,https://www.goodreads.com//book/show/25973595-sands,3.80
1079,  The Devil's Advocate,L.E.  Parker (Goodreads Author),15,https://www.goodreads.com//book/show/33260689-the-devil-s-advocate,3.53
1080,  The Sword to Unite,Peter J. Hopkins,22,https://www.goodreads.com//book/show/35010346-the-sword-to-unite,4.05
1081,"  Fire & Ice: The Lost Dreamer (Fire & Ice, #2)",Erin Forbes (Goodreads Author),47,https://www.goodreads.com//book/show/36543151-fire-ice,4.43
1082,  Fire & Ice: The Elementals,Erin Forbes (Goodreads Author),113,https://www.goodreads.com//book/show/32661803-fire-ice,4.36
1083,  The Perks of Being a Wallflower,Stephen Chbosky,"1,283,105",https://www.goodreads.com//book/show/22628.The_Perks_of_Being_a_Wallflower,4.20
1084,"  Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia (Goodreads Author),"551,487",https://www.goodreads.com//book/show/6304335-beautiful-creatures,3.76
1085,  First Magyc (Guardians of the Path Book 1),Nicole DragonBeck (Goodreads Author),47,https://www.goodreads.com//book/show/25434542-first-magyc,4.26
1086,  Deep World Blood (Deep World Saga #2),C.M. Meridian (Goodreads Author),6,https://www.goodreads.com//book/show/43181675-deep-world-blood,4.67
1087,"  The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson (Goodreads Author),"12,894",https://www.goodreads.com//book/show/23444482-the-traitor-baru-cormorant,4.06
1088,"  Sora's Quest (The Cat's Eye Chronicles, #1)",T.L. Shreffler (Goodreads Author),"5,136",https://www.goodreads.com//book/show/13606393-sora-s-quest,3.99
1089,"  Dies the Fire (Emberverse, #1)",S.M. Stirling,"15,204",https://www.goodreads.com//book/show/116445.Dies_the_Fire,3.93
1090,"  To Journey in the Year of the Tiger (Upper Kingdom, #1)",H. Leighton Dickson (Goodreads Author),399,https://www.goodreads.com//book/show/21563710-to-journey-in-the-year-of-the-tiger,3.97
1091,"  To Walk in the Way of Lions (Upper Kingdom, #2)",H. Leighton Dickson (Goodreads Author),190,https://www.goodreads.com//book/show/21564028-to-walk-in-the-way-of-lions,4.26
1092,  Shroud of Darkness (The Chronicles of Celadmore #4),C.S. Woolley (Goodreads Author),6,https://www.goodreads.com//book/show/17883588-shroud-of-darkness,4.83
1093,"  Hell Is Coming (The Watchers, #1)",N.P. Martin (Goodreads Author),344,https://www.goodreads.com//book/show/23572569-hell-is-coming,3.67
1094,  Winterfinding,Daniel Casey (Goodreads Author),6,https://www.goodreads.com//book/show/25216862-winterfinding,4.17
1095,"  Demon Lord of Karanda (The Malloreon, #3)",David Eddings,"42,577",https://www.goodreads.com//book/show/286507.Demon_Lord_of_Karanda,4.02
1096,  Dragon of Legend: Destiny: Fantasy Dragon Adventure,Angelika Meyer (Goodreads Author),133,https://www.goodreads.com//book/show/25975141-dragon-of-legend,4.71
1097,"  Oath of Swords (War God, #1)",David Weber,"6,710",https://www.goodreads.com//book/show/17315.Oath_of_Swords,4.01
1098,"  A Sky Of Shattered Stars  (Force of Gravity, #1)",Ali Winters (Goodreads Author),avg,https://www.goodreads.com//book/show/36483800-a-sky-of-shattered-stars,really
1099,  Scourge (Darkhurst #1),Gail Z. Martin (Goodreads Author),203,https://www.goodreads.com//book/show/35300241-scourge,3.62
